wordcontent,sentences,index
करावे,"जो पक्ष वा उमेदवार मराठीला राज्यभाषेने सन्मानित करण्याचे वचन देतो त्यालाच मराठीप्रेमींनी मतदान करावे , असे आवाहन मराठी राजभाषा चळवळीचे एक अग्रणी गो . रा . ढवळीकर यांनी केले .",846
करावे,"मराठी भाषेच्या कार्यकर्त्यांनी पक्षनिरपेक्षपणे कार्य करावे , असे श्री . ढवळीकर म्हणाले .",850
करावे,दोन्ही बाजूंकडून झालेल्या गोंधळामुळे प्रश्‍नोत्तरांचा तास होऊ शकला नाही व सातत्याने सभागृहाचे कामकाज स्थगित करावे लागले .,1568
करावे,"त्या काळात सुसज्ज नाट्यगृहे जिल्ह्यात कोठेच नसल्याने नाट्य संस्थांना तंबू ठोकून , झापे लाऊन किंवा एखादे मंगल कार्यालय भाड्याने घेऊन नाटक सादर करावे लागत होते .",1804
संपर्क,हे प्रकरण दडपण्यासाठी विद्यालय व्यवस्थापन महापालिकेतील शिवसेनेच्या बड्या नेत्यांशी संपर्क साधून दबावतंत्राचा वापर करीत असल्याचा आरोप होऊ लागला आहे .,187
संपर्क,"आरोग्य समितीचे नवनिर्वाचित अध्यक्ष परशुराम देसाई यांच्याशी याप्रकरणी संपर्क साधला असता , कार्यक्रमात व्यस्त असल्याने याप्रकरणी माहिती घेऊ शकलो नाही ; मात्र उद्या तातडीने माहिती घेऊन स्वत : विद्यार्थ्यांची भेट घेणार असल्याचे त्यांनी ""सकाळ'ला सांगितले .",188
संपर्क,"कूपर रुग्णालयाचे व्यवस्थापकीय संचालक एस. एस. गावडे यांच्याशी संपर्क साधला असता ते म्हणाले , की या प्रकरणाचा वैद्यकीय अहवाल अद्याप तयार झालेला नाही .",189
संपर्क,"दरम्यान , केंद्राच्या वरिष्ठ अधिकाऱ्यांशी संपर्क साधला असता त्यांनी सांगितले , की "" बॉयलर ट्यूब लिक ' होऊन संच सतत बंद पडत आहेत .",464
संपर्क,"याबाबत ग्रामविकास अधिकारी सुनील मिसाळ यांच्याशी संपर्क साधला असता , याबाबतचे प्रस्ताव तयार करण्यात आल्याचे त्यांनी सांगितले .",1223
संपर्क,"या कार्यक्रमात बोलताना कृष्णा म्हणाले , "" "" कन्नडचा संपर्क तुटून आता दोन वर्षे झाली आहेत .",1775
गवत,अशा उंच - धिप्पाड डायनासोरना खाण्यासाठी गवत लागे ; कारण ते शाकाहारी होते .,1654
गवत,"गवत चांगले यावे , या गैरसमजुतीने डोंगरांना वणवे लावले जातात .",3859
गवत,हे गवत पंक्तीमध्ये आढून नेण्यासाठी आणि गवत व धान्याची सड धुण्यासाठी वापरले जाते .,6456
गवत,"कक्षामध्ये जोडणी केलेल्या बॅलर्सचा कक्ष हा निश्चित घनफळाचा असतो सुरवातीला गवत अंदाजे बांधले जाते , नंतर जेव्हा गवत भाराबांधणीच्या प्रक्रियेशी जोडले जाते तेव्हा रोलिंग क्रिया सुरू होते .",6463
गवत,नीट वाढवले असेल व योग्यप्रकारे साठवले असेल तर गवत जास्त काळासाठी साठवले शकते ह्या उलट स्थितीत लवकर नाश पावू शकते आणि निष्काळजीपणाने केलेल्या साठवणूकीमुळे नष्ट होऊ शकते .,6477
गवत,"गवत साठवण्याचा हेतू हा ते सुकविण्याचा असतो आणि सडणे वाळवी , भटकी जनावरे , आग किंवा वार्‍यामुळे होणार्‍या नासाडीपासून वाचविण्याचा असतो .",6478
दुपारी,दुपारी बारा वाजण्याच्या सुमारास विद्यापीठाच्या मालमत्ता विभागाचे कनिष्ठ अभियंता व्ही . एल . कवळे यांनी नाट्यगृहास भेट दिली होती .,370
दुपारी,"दुसरे खग्रास चंद्रग्रहण २८ ऑगस्टला दुपारी २.२१ वाजता सुरू होणार असून , ५.५४ वाजता ग्रहणमोक्ष होईल .",555
दुपारी,११ सप्टेंबर रोजी दुपारी ३ वाजून ५५ मिनिटांनी सुरू होणाऱ्या खंडग्रास सूर्यग्रहणाचा मोक्ष रात्री ८ वाजून ७ मिनिटांनी होईल .,561
दुपारी,वीज वितरण कार्यालयातही दुपारी दोननंतर कोणी नसते .,1305
दुपारी,"गुजरातमधील बनावट चकमक प्रकरण , तसेच तमिळनाडूतील सेतुसमुद्रम प्रकल्प या दोन मुद्‌द्‌यांवरून झालेल्या गोंधळामुळे लोकसभेत आज दुपारी तीनपर्यंत कामकाज होऊ शकले नाही .",1566
दुपारी,दुपारी तीननंतर कामकाज सुरळीत सुरू झाले .,1569
खर्च,न्यूयॉर्क येथे होणाऱ्या या परिषदेत सहभागी होण्यासाठी आवश्‍यक खर्च संस्था करणार असून महापालिकेवर या दौऱ्याच्या खर्चाचा भार पडणार नसल्याचे डॉ. राऊळ म्हणाल्या .,229
खर्च,त्यासाठी त्यावर सुमारे ५० कोटी रुपये खर्च करण्यात आला होता .,460
खर्च,"एवढा मोठा खर्च होऊनही हा संच नोव्हेंबर २००६ पासून फेब्रुवारी २००७ अखेरपर्यंत "" बॉयलर ट्यूब लिक ' झाल्याच्या नेहमीच्या कारणामुळे १४ वेळा बंद पडला .",461
खर्च,३ ) कोट्यवधींचा खर्च वाया गेला,469
खर्च,व्यावसायिक नाटकांना येणारा खर्च लक्षात घेता नाटकांच्या तिकिटाचे दरही शंभर ते दीडशेच्या घरात गेले आहेत .,1836
खर्च,उत्पादन खर्च व उत्पन्न यांचा मेळ घालण्यासाठी काही कंपन्यांनी मालाचे वजन कमी केले आहे .,2009
संग्रहालय,जागतिक संग्रहालय दिनाच्या निमित्ताने ही उणीव समोर आली आहे .,892
संग्रहालय,"औंधचे वस्तू संग्रहालय , साताऱ्याचे छत्रपती शिवाजी महाराज संग्रहालय ही दोन शासकीय व रयत शिक्षण संस्थेचे कर्मवीर भाऊराव पाटील यांच्या वस्तूंचे संग्रहालय यांचा समावेश आहे .",894
संग्रहालय,हे संग्रहालय सुरू करण्यासाठी कै . यशवंतराव चव्हाण यांनी प्रयत्न केले .,900
संग्रहालय,महिलांच्या उन्नतीसाठी कै . महर्षी धोंडो केशव कर्वे यांनी जे काही काम केले तो सारा इतिहास लोकांना समजण्यासाठी कर्वेनगरला संस्थेच्या आवारात संग्रहालय उभे रहात आहे .,1682
संग्रहालय,नागपूरचे संग्रहालय नूतनीकरणासाठी नऊ वर्षे बंद होते .,3318
संग्रहालय,भांडारकर संस्थेत अक्षरलेखनाचे संग्रहालय,3836
करण्यास,सही करण्यास नकार दिल्यामुळे या कामगारांना आजही काम देण्यात आले नव्हते .,9
करण्यास,"या सर्वेक्षणात नवी मुंबई , ठाणे , मिरा - भाईंदर , पनवेल तसेच येथील ठाणे - बेलापूर व तळोजा औद्योगिक वसाहतीत वाहिन्यांद्वारे गॅसपुरवठा करण्यास पोषक वातावरण असल्याचे निदर्शनास आले होते .",146
करण्यास,महाराष्ट्र नवनिर्माण सेनेचे अध्यक्ष राज ठाकरे यांनी अलीकडेच बिहारींसंदर्भात केलेल्या विधानासंदर्भात बाळासाहेबांना प्रतिक्रिया विचारण्यात आली होती ; मात्र त्यांनी त्यावर भाष्य करण्यास नकार दिला .,416
करण्यास,या बैठकीत सहभागी मत्स्योद्योग तज्ज्ञांनी मात्र या बंदीच्या काळात पारंपरिक पद्धतीनेही मासेमारी करण्यास विरोध दर्शवला आहे .,835
करण्यास,राज्यात यांत्रिक बोटींद्वारे मासेमारी करण्यास १० जून ते १५ ऑगस्ट या कालावधीत बंदी असते .,841
करण्यास,ऍकॅडमी ऑफ थिएटर आर्टस्‌च्या विद्यार्थ्यांना मार्गदर्शन करण्यास आणि त्यांच्या प्रशिक्षणात सहकार्य करण्यास आपण उत्सुक असल्याचे विक्रम गोखले यांनी या वेळी सांगितले .,1027
केलेली,कौस्तुभ गोखले व श्रीनिवास घाणेकर यांनी या बांधकामांसंदर्भात सादर केलेली जनहित याचिका दाखल करून घेताना खंडपीठाने हे आदेश दिले .,48
केलेली,औद्योगिक वसाहत ही पूर्णतः महाराष्ट्र राज्य औद्योगिक महामंडळाने विकसित केलेली आहे .,103
केलेली,"यामुळे त्या परिसरातील जैववैविध्याबरोबरच "" युनेस्को ' ने घोषित केलेली "" जागतिक वारसा ' विषयक ठिकाणे या प्रकल्पांत जाणार असल्याचे या अहवालात म्हटले आहे .",400
केलेली,मात्र शिवसेनेने आपली भूमिका अद्याप जाहीर केलेली नाही .,1616
केलेली,एका सुखोई विमानाने अतिशय कमी उंचीवर सादर केलेली प्रात्यक्षिकेही डोळे दीपवणारी ठरली .,1628
केलेली,समितीने ही पाच प्रकरणे नाकारताना पुढे केलेली कारणे खोटी असल्याचे आत्महत्या केलेल्या शेतकऱ्यांच्या कुटुंबीयांचे म्हणणे आहे .,1742
मानले,अरुण देशपांडे यांनी आभार मानले .,362
मानले,प्रदीप कुलकर्णी यांनी आभार मानले .,1432
मानले,"महाराष्ट्राच्या शेती , उद्योग , शिक्षण आणि सहकार क्षेत्रातील वाटचालीत कोल्हापूरचे योगदान मोलाचे मानले जाते .",1979
मानले,देवाचे आभार मानले .,2990
मानले,राजा कुलकर्णी यांनी आभार मानले .,3040
मानले,रमेश देशपांडे यांनी आभार मानले .,3210
करणारे,"तिने आपले विचार व्यक्त करणारे एकच सुरेख पत्र डॉक्टरांना लिहून समजावले , आणि ती कायमची दूर झाली .",319
करणारे,"सुतारकाम करणारे , पाणी टाकणारे यांना सूचना दिल्या आणि ते प्रशासकीय इमारतीत गेले .",371
करणारे,"विद्यापीठात भौतिकशास्त्रात पीएच . डी . करणारे , विद्यार्थी सेनेचे कार्यकर्ते तुकाराम सराफ यांनी वृत्त समजताच त्याची माहिती अग्निशमन अधिकारी , पोलिसांना दिली .",373
करणारे,"नाट्यशास्त्रात पीएच . डी . करणारे अशोक बंडगर आणि त्यांच्या सहकाऱ्यांनी आगीचे वृत्त समजल्यावर नाट्यगृहात असलेली "" प्रॉपर्टी ' शक्‍य तितकी बाहेर काढण्याचा प्रयत्न केला .",374
करणारे,केवळ मनोरंजन करणारे किंवा केवळ उपदेशाचे डोस पाजणारे नाटक म्हणजे दर्जेदार नाटक नव्हे .,1023
करणारे,तर ते सर्व मला साथ करणारे समजून एक श्रीकांत भिडे वगळता सर्वांच्यावर आत्तीने दीर्घकाळ रोष धरला,1184
राष्ट्रवादी,जालना जिल्ह्यातील रॉकेल वितरणात सुधारणा करण्यासाठी ठोस उपाय योजण्याचे आदेश राष्ट्रवादी कॉंग्रेसचे नेते व पालकमंत्री राजेश टोपे यांनी दिले आहेत .,380
राष्ट्रवादी,"त्यावर बोलताना बाळासाहेब म्हणाले , की शिवसेनेने राष्ट्रवादी कॉंग्रेसशी युती करण्याला आपला विरोध नाही .",411
राष्ट्रवादी,कॉंग्रेस हा राष्ट्रवादी कॉंग्रेसच्या तुलनेत वरचढ आहे .,566
राष्ट्रवादी,"सध्या कॉंग्रेसच्या गोटामध्ये आठ उमेदवार असल्याचे सांगण्यात आले आहे , तर ' राष्ट्रवादी ' कडे शिवसेनेसह आठ उमेदवार असल्याचे बोलले जात आहे .",572
राष्ट्रवादी,"तर ' राष्ट्रवादी ' च्या वतीने अध्यक्षपदासाठी अपक्षांमधील नाना गरुड निश्‍चित असून , उपाध्यक्षपद शिवसेनेचे रोहिदास तापकीर , नंदकुमार कुऱ्हाडे यांच्यासाठी निश्‍चित समजले जात आहे .",575
राष्ट्रवादी,' राष्ट्रवादी ' शी युतीचा प्रयत्न असल्याची सध्या शहरात चर्चा आहे .,577
आकर्षित,"शासनाने या संग्रहालयांची माहिती बेवसाईट , तसेच जाहिरात करून केल्यास जास्तीत - जास्त पर्यटकांना या संग्रहालयांकडे आकर्षित करता येईल .",2626
आकर्षित,"काही पिकांचा वापर हा जंतूंना पीक मूल्यापासून दूर आणि जंतू अधिक अनुकूल निवासस्थान म्हणून पाहतात त्या दिशेने आकर्षित करण्यासाठी तथाकथित फास पीक "" म्हणून केला जातो .",6717
आकर्षित,जंतूंची लोकसंख्या कमी करण्यासाठी जंतू पुरेश्या अशा मोठ्या संख्येने फासाकडे आकर्षित झाल्यावर फासात अडकल्यावर ह्यां फास पिकांद्वारे व्यापलेल्या मर्यादित क्षेत्रावर कीटकनाशक मारू शकतो .,6720
आकर्षित,कीटकांच्या नैसर्गिक परभक्षींना त्यांच्या निवासस्थानाचे घटक पुरवून आकर्षित करण्यासाठी इतर आवरण पिकांचा वापर केला जातो .,6723
आकर्षित,आधीच्या पिकाची मूळे आणि सडे व तृणे ही काढून शेताच्या बाहेर फेकून दिली पाहिजेत कारण ते वाळवींना आकर्षित करतात .,7195
आकर्षित,"परणामतः मोठ्या प्रादुर्भावामुळे झाडे संपूर्ण काळी पडून मुंग्या आकर्षित होतात , ज्याचा व्हाईटफ्लाय आणि इतर कीटकांवरील जैविक नियंत्रणात अडथळा निर्माण होतो .",7687
उद्यान,डॉ. बाबासाहेब आंबेडकर उद्यान प्रभाग क्रमांक ४६ मध्ये कॉंग्रेसचे उमेदवार अरविंद शिंदे व शिवसेनेचे माजी नगरसेवक अजय भोसले यांचे बंधू अमर भोसले निवडणूक रिंगणात आहेत .,1918
उद्यान,पहिल्या टप्प्यात ही योजना पालिका भवन परिसर आणि संभाजी उद्यान परिसरात कार्यान्वित करण्यात येणार आहे .,4674
उद्यान,"संजय गांधी जैवशास्त्र उद्यान , बिरला मंदिर , हरमिंदर तख्त , नवाब शहीदचा मकबरा , बिहार इंस्टिट्युट ऑफ हॅंडिक्राफ्ट ऍंड डिजाइन इत्यादी पर्यटकांना पाहण्यासाठी उत्तम ठिकाणे आहेत .",9169
उद्यान,श्रीनगरमधील उद्यानांमध्ये निशात बाग सर्वात मोठे उद्यान आहे .,9196
उद्यान,ह्या सर्व जीवाश्मांना एका जागी संरक्षित करून एक फॉसिल उद्यान बनवले जाईल ज्यामध्ये ह्या जीवाश्मांना नैसर्गिक अवस्थेत संग्रहालयात संग्रहित केले जाईल .,9246
उद्यान,जिम कार्बेट राष्ट्रीय उद्यान नैनीतालपासून ६३ किलोमीटरच्या अंतरावर वसलेले आहे .,9496
भाऊ,आणि विशेष म्हणजे तीन मोठे भाऊ अजून लग्नाचे होते .,1152
भाऊ,त्याच वेळेस भाऊ पाणी मागत होता ; परंतु कोणीही लक्ष दिले नाही .,3087
भाऊ,सगळे भाऊ आणि एक बहीण त्यांच्याहून मोठे NULL .,3686
भाऊ,"शकुंतला कृष्णराव देशमुख , मालतीबाई माधवराव जगताप , शांताबाई भाऊ भिंगारदिवे यांचा सत्कार करण्यात आला .",4039
भाऊ,माझा भाऊ आदित्य बारावीच्या परीक्षेला जाण्यासाठी सकाळी दहाच्या सुमारास निघाला .,4210
भाऊ,त्यानंतर सामजिक कार्यकर्त्यांच्या मदतीने तिची धाकटी बहीण स्वाती आणि भाऊ ओमकार याला मानखुर्द येथील बालनगरीमध्ये दाखल करण्यात आले .,5101
शेंगदाणे,शेंगदाणे वाढ वाढ आणि साठवणीच्या दरम्यान विशेषतः घाणीविषयी संवेदनाक्षम आहेत,6452
शेंगदाणे,खारावलेले शेंगदाणे सामान्यपणे तेलावर भाजलेले आणि छोट्या-आकाराच्या प्लास्टिकच्या पिशव्यांमध्ये किंवा हवाबंद डब्यात सीलबंद केलेले असतात .,7427
शेंगदाणे,"शेंगदाणे जसे सौंदर्य प्रसाधने , नायट्रोग्लिसरिन , प्लास्टिक , रंगाचे साहित्य आणि रंग अशा विविध प्रकारांमध्ये वापरले जातात .",7435
शेंगदाणे,"दक्षिण युनायटेड स्टेट्स तसेच भारत , चीन आणि पश्चिम आफ्रिकेत उकडलेले शेंगदाणे एक लोकप्रिय नाश्ता आहेत",7441
शेंगदाणे,"शेंगदाणे अनेक प्रकारच्या मसाल्यांमध्ये दक्षिण अमेरिकेत मांसच्या पदार्थांमध्ये , विशेषत: ससा , वापरले जातात .",7443
शेंगदाणे,आवरणयुक्त खुसखुशीतण्यांचा इस्त्राइलमधील आणखी एक प्रसिद्ध प्रसिद्ध प्रकार म्हणजे अमेरिकन शेंगदाणे .,7455
चौकशी,कल्याण - डोंबिवलीतील ६७ हजार ७२० अनधिकृत बांधकामांची उच्च न्यायालयाचे माजी न्यायमूर्ती ए. एस. अग्यार यांच्या अध्यक्षतेखालील समितीमार्फत चौकशी करण्याचा महत्त्वपूर्ण आदेश मुंबई उच्च न्यायालयाने आज राज्य सरकारला दिला .,45
चौकशी,"बॉब वूल्मर यांच्या संशयास्पद मृत्यूची चौकशी करणाऱ्या जमैकाच्या पोलिसांनी , पाकिस्तान क्रिकेट संघाला आपण सूचना देईपर्यंत जमैका न सोडण्याचा आदेश दिला आहे .",425
चौकशी,त्याचमुळे वूल्मर यांची भेट घेतलेल्या प्रत्येकाची कसून चौकशी होत आहे .,432
चौकशी,"त्याचबरोबर पाक संघाचा मुक्काम असलेल्या हॉटेलपासून रुग्णालय पंधरा मिनिटांवर आहे , पण त्यांना प्रवासास एक तास का लागला , याचीही चौकशी होत आहे .",436
चौकशी,"या प्रकरणी वीजनिर्मिती कंपनीच्या वरिष्ठ अधिकाऱ्यांनी त्वरित लक्ष घालून संच बंद पडण्याच्या प्रकाराची उच्चस्तरीय चौकशी करावी , अशी मागणी येथे होत आहे .",463
चौकशी,"ते म्हणाले , "" २००१मध्ये तेव्हाचे गृहसचिव कमल पांडे यांनी मुखर्जी आयोगासमोर ( हा आयोग नेताजींच्या गूढ मृत्यूबाबत चौकशी करीत आहे ) एक प्रतिज्ञापत्र सादर केले आहे .",591
२५,"मेगाब्लॉकमुळे प्रवाशांची गैरसोय टाळण्यासाठी सोमवारी एसटीच्या ठाणे ते कल्याण या मार्गावर २५ ते ३० गाड्या सोडण्यात येणार असल्याचे ठाणे विभागीय अधिकारी फाळके यांनी ""सकाळ'ला सांगितले .",31
२५,चांगल्या २५ - ३० पायर्‍या चढून गेल्यावर वर श्री रघुनाथ मंदिर आहे .,912
२५,"गेल्या आठवड्यात हॉस्टेलमधील २५ विद्यार्थ्यांना अचानक डोकेदुखी , पोटदुखी व उलट्यांचा त्रास सुरू झाला होता .",1038
२५,"डेअरी डेव्हलपमेंटच्या टेक्‍नॉलॉजी विद्यालयात शिकणाऱ्या विद्यार्थ्यांना गेल्या बुधवारी रात्री जेवणात शिळा भात देण्यात आल्याने त्यापैकी २५ जणांना डोकेदुखी , पोटदुखी व उलट्यांचा त्रास सुरू झाला .",1041
२५,राज्यातील २५ पैकी १३ जिल्ह्यांना पुराचा तडाखा बसला आहे .,1371
२५,विद्यापीठाच्या सव्वाशे वर्षांचा इतिहास सांगणाऱ्या डॉ. टिकेकर यांच्या पुस्तकाचे यापूर्वी इंग्रजीत प्रकाशन झाले आहे ; मात्र खेडोपाड्यांतील विद्यार्थ्यांनाही विद्यापीठाची महती कळावी या उद्देशाने पुढील २५ वर्षांचा कालावधी नव्या पाठांसहित यात घेण्यात आला आहे .,1384
सांगून,"भोसले पिता - पुत्राने कोपरगावच्या दरोड्याच्या दिवशी आपण बिडकीन पोलिस ठाण्यात हजर होतो , असे सांगून तपासी अधिकारी व न्यायालयाचीही दिशाभूल केली होती .",775
सांगून,रमेश नाईक यांनी मराठीला हक्काचे स्थान मिळायलाच हवे असे सांगून सर्व मराठीप्रेमींनी त्यासाठी एकजुटीने कार्य करण्याची गरज व्यक्त केली .,853
सांगून,मात्र आपला उमेदवार अद्याप निश्‍चित नसल्याचे आणि त्याबाबत चर्चेची प्रक्रिया सुरू असल्याचे सांगून कॉंग्रेसने मार्क्‍सवाद्यांच्या उत्साहावर पाणी पाडले .,985
सांगून,याउलट इरावतीबाईंनी स्वतःचा निर्णय ठरताच आपल्या वडिलांना सांगून त्यांची संमती कधीच घेतली होती .,1146
सांगून,आणि आपला हा लग्नाचा निर्णय डॉक्टर स्वतःच्या वडिलांना सांगून त्यांचा होकार कधी मिळवतात याची प्रतिक्षा करायच्या .,1147
सांगून,दुसऱ्या दिवशी डॉक्टरांनी मला फोन करून आदल्या रात्रीचा सर्व किस्सा सांगून स्वतःची चूक झाल्याचे कबूल केले .,1162
मुंबईत,"नवी मुंबईत जाणारे नवी मुंबई , कल्याण परिवहनच्या बसने प्रवास करण्याच्या शक्‍यतेमुळे या बसना प्रचंड गर्दी होणार आहे .",29
मुंबईत,"मुंबईतील नागरिकांची घरगुती गॅसची गरज लक्षात घेता , केंद्र सरकारच्या मदतीने महानगर गॅस लिमिटेड कंपनीने १९९५ पासून मुंबईत वाहिन्यांद्वारे घरगुती वापराचा एलपीजी गॅस पुरविण्याचा प्रकल्प सुरू केला .",142
मुंबईत,"""महानगर गॅस'चे सध्या मुंबईत तीन लाखांहून अधिक ग्राहक आहेत ; तर ८५०हून अधिक कंपन्यांना ही कंपनी एलपीजीचा पुरवठा करते .",143
मुंबईत,नवी मुंबईत उरण ते तुर्भेदरम्यान एलपीजी वाहिन्या जोडण्याचे काम पुंज लॉईड ही कंपनी करीत आहे .,150
मुंबईत,याबाबत डावखरे यांनी ठाणे व मुंबईत दोन बैठकाही घेतल्या होत्या .,198
मुंबईत,"उल्लेखनीय म्हणजे मुंबईत पहिली "" इलक्‍ट्रिक ट्राम ' धावल्याच्या घटनेसही उद्या ( ता . ७ मे ) शंभर वर्षे पूर्ण होत आहेत .",1056
सुरवात,काही शेतकऱ्यांनी पश्‍चिम महाराष्ट्रातील कारखान्यांशी स्थानिक पुढाऱ्यांमार्फत संधान बांधण्यास सुरवात केली होती .,329
सुरवात,त्यानंतर बाहेरच्या ओट्यांवर साखर साठवण्यास सुरवात झाली .,733
सुरवात,आता खाली जमिनीवर साखर साठवण्यास सुरवात झाली आहे .,735
सुरवात,"श्री . पर्रीकर यांनी नारळ वाढवून , तर श्री . ठक्कर व इतरांनी पक्षाचा ध्वज दाखवून यात्रेला सुरवात केली .",803
सुरवात,गंगेच्या काठच्या कॅम्पपासून सुरवात केली तर चार तास प्रवास होतो .,940
सुरवात,"नायकाने "" फॉरवर्ड "" ची ऑर्डर देताच वल्ही वळवायला सुरवात NULL !",941
उमेदवार,"आळंदी नगरपालिका निवडणुकीतील विजयी उमेदवारांपैकी कॉंग्रेसचे चारही जण सध्या बाहेर आहेत , तर पुरस्कृत उमेदवार ज्ञानेश्वर रायकर आणि रुख्मिणी गोरे याही सध्या आळंदीबाहेर आहेत .",569
उमेदवार,"मात्र ज्यांनी पळून जाणे आवश्‍यक आहे , असे अपक्ष उमेदवार मात्र जागेवरच आहेत .",571
उमेदवार,"सध्या कॉंग्रेसच्या गोटामध्ये आठ उमेदवार असल्याचे सांगण्यात आले आहे , तर ' राष्ट्रवादी ' कडे शिवसेनेसह आठ उमेदवार असल्याचे बोलले जात आहे .",572
उमेदवार,"कॉंग्रेसच्या वतीने उपाध्यक्षपद अपक्ष विजयी उमेदवार डी. डी. भोसले यांना निश्‍चित असून , अध्यक्षपदाची माळ कोणाकडे द्यायची , याचाच विचार अद्याप होणे बाकी आहे .",574
उमेदवार,शिवसेनेचे दोन उमेदवार पक्षाच्या चिन्हावर ; तर एक पुरस्कृत उमेदवार विजयी झाल्याने त्यांची संख्या तीन आहे .,579
उमेदवार,"जो पक्ष वा उमेदवार मराठीला राज्यभाषेने सन्मानित करण्याचे वचन देतो त्यालाच मराठीप्रेमींनी मतदान करावे , असे आवाहन मराठी राजभाषा चळवळीचे एक अग्रणी गो . रा . ढवळीकर यांनी केले .",846
आत,कस्टममध्ये जाण्याची घोषणा होताच आम्ही सर्वांना निरोप घेऊन आत गेलो .,278
आत,आत उभ्या असलेल्या नर्सने पांढऱ्या कपडयात घट्ट लपेटलेल्या एका छोटया बाळाला काचेच्याजवळ आणून दाखविले .,699
आत,"एखाद्या निष्णात पोहोणार्‍याला विचारूनच ऑर्डर येते "" जंप "" ! की त्याने धाडकन थंडगार पाण्यात ( ६० फूट खोल ) उडी घेऊन बोटीच्या काठाला पकडून आत यायचे .",950
आत,त्याद्वारे नागरिकांनी अर्ज केल्यावर लगेच सात दिवसांच्या मुदतीची नोटीस काढण्यात येईल आणि आठव्या दिवशी प्रत्यक्ष जमिनीवर मोजणी करून दहा दिवसांच्या आत मोजणी नकाशा ( क प्रत ) त्यांना मिळू शकणार आहे .,1709
आत,तो त्यांनी साडेनऊच्या आत डोंबिवली स्थानकात पोहोचून पूर्ण केला .,2104
आत,कॉंग्रेसने मुदतीच्या आत आघाडी तयार केली नाही .,2271
जोशी,"महेंद्र सोनवणे , प्रकाश बाविस्कर , महेंद्र खेडकर , प्रा . महेश जोशी यांनी दिग्दर्शन केले .",62
जोशी,"या वेळी बाबा देसाई , के. एस. चौगुले , राजाराम टिपुगडे , संभाजीराव पाटील , सौ. नंदा पाटील , डॉ. सुभाष जाधव , के. बी. देसाई , दिलीप चौगले , अरुण जोशी , गामाजी पाटील , पोपट पुजारी , मुकुंद पुजारी , अर्जुन पाटील , सखाराम पाटील , अमर जत्राटे , अन्वर जमादार , देवाप्पा पुजारी , शंकरराव तोरस्कर यांची भाषणे झाली .",130
जोशी,"ग्राहक पंचायतीचे नेते बिंदुमाधव जोशी , अध्यक्ष राजाभाऊ पोफळी , श्रीकांत जोशी , राष्ट्रीय सरचिटणीस प्रभुलाल जैस्वाल , स्वागताध्यक्ष दिलीप सारडा , अरुण देशपांडे आदी व्यासपीठावर उपस्थित होते .",347
जोशी,"माधव जोशी यांनी परिचय करून दिला , तर अनिल गलांडे यांनी प्रास्ताविक केले .",1100
जोशी,"स्वराली जोशी ( पं. अभिषेकी वुवांची भाची ) यांनी कां धरिला परदेस , घाई नको बाई अशी , तुझ्या अंग रंगाने का जळले अंग माझे ही अभिषेकी वुवांची पदे भावपूर्ण शैलीत पेश केली .",2225
जोशी,ज्यांच्या बुलंद गायकीची मोहिनी रसिकांवर आजही आहे ते स्वरभास्कर पंडित भीमसेन जोशी सांगत होते .,2319
याच,गेल्या महिन्यात २९ मार्चला हा संच याच कारणामुळे बंद पडला होता .,455
याच,दीड वर्षापूर्वीही याच प्रकारची समस्या उद्‌भवली होती .,613
